dong_code,region_name,school,subway,hospital,cafe,total_score
2711014300,대구광역시 중구 포정동,99,135,1445,1796,5289
2711014400,대구광역시 중구 서문로1가,97,133,1455,1790,5293
2711014500,대구광역시 중구 서내동,100,130,1421,1784,5216
2711014600,대구광역시 중구 북성로2가,96,130,1368,1777,5095
2711014700,대구광역시 중구 대안동,98,130,1400,1786,5172
2711014800,대구광역시 중구 동성로1가,95,138,1444,1847,5339
2711014900,대구광역시 중구 태평로2가,98,126,1319,1752,4964
2711015000,대구광역시 중구 북성로1가,99,136,1384,1798,5172
2711015100,대구광역시 중구 화전동,100,133,1428,1824,5279
2711015200,대구광역시 중구 향촌동,104,132,1401,1783,5189
2711015300,대구광역시 중구 북내동,99,130,1392,1781,5153
2711015400,대구광역시 중구 대신동,94,157,1477,1731,5344
2711015500,대구광역시 중구 달성동,83,118,1203,1580,4506
2711015600,대구광역시 중구 남산동,83,147,1540,1801,5488
2711015700,대구광역시 중구 대봉동,101,158,1651,2004,5982
3020014500,대전광역시 유성구 봉산동,17,85,81,138,589
3020014600,대전광역시 유성구 관평동,18,138,104,189,847
3020014700,대전광역시 유성구 송강동,18,133,86,159,766
2714010100,대구광역시 동구 신암동,80,86,1260,1594,4532
2714010200,대구광역시 동구 신천동,23,40,345,425,1281
2714010300,대구광역시 동구 효목동,69,66,595,778,2304
2714010400,대구광역시 동구 평광동,3,313,0,6,951
2714010500,대구광역시 동구 봉무동,9,15,52,108,275
2714010600,대구광역시 동구 불로동,26,6,207,288,772
2714010700,대구광역시 동구 도동,4,385,35,84,1317
2714010800,대구광역시 동구 지저동,61,43,504,679,1938
2714010900,대구광역시 동구 입석동,38,25,209,291,860
2714011000,대구광역시 동구 검사동,29,25,125,172,555
2714011100,대구광역시 동구 방촌동,34,39,245,277,952
2714011200,대구광역시 동구 둔산동,4,349,0,14,1069
2714011300,대구광역시 동구 부동,4,0,0,0,8
2714011400,대구광역시 동구 신평동,23,31,152,188,631
2714011500,대구광역시 동구 서호동,25,45,283,355,1106
2714011600,대구광역시 동구 동호동,24,35,274,331,1032
2714011700,대구광역시 동구 신기동,27,44,297,357,1137
2714011800,대구광역시 동구 율하동,18,55,234,296,965
2714011900,대구광역시 동구 용계동,25,31,175,209,702
2714012000,대구광역시 동구 율암동,23,26,160,252,696
2714012100,대구광역시 동구 상매동,309,283,0,10,1477
2714012200,대구광역시 동구 매여동,276,218,1,3,1211
2714012300,대구광역시 동구 각산동,18,27,148,226,639
2714012400,대구광역시 동구 신서동,18,24,157,234,656
2714012500,대구광역시 동구 동내동,8,9,50,117,260
2714012600,대구광역시 동구 괴전동,12,19,117,196,511
2714012700,대구광역시 동구 금강동,16,43,191,338,881
2714012800,대구광역시 동구 대림동,13,19,93,169,438
2720010100,대구광역시 남구 이천동,89,154,1586,1839,5651
2720010200,대구광역시 남구 봉덕동,82,119,1451,1652,5075
2720010300,대구광역시 남구 대명동,70,100,866,884,3056
2723010100,대구광역시 북구 칠성동1가,86,149,1584,1956,5743
2723010200,대구광역시 북구 칠성동2가,86,134,1425,1851,5275
2723010300,대구광역시 북구 고성동1가,84,117,1196,1646,4557
2723010400,대구광역시 북구 고성동2가,80,105,1160,1553,4348
2723010500,대구광역시 북구 고성동3가,80,107,1209,1594,4493
2723010600,대구광역시 북구 침산동,56,65,762,1060,2891
2723010700,대구광역시 북구 노원동1가,57,83,797,1143,3100
2723010800,대구광역시 북구 노원동2가,54,44,520,714,1994
2723010900,대구광역시 북구 노원동3가,49,28,379,474,1414
2723011000,대구광역시 북구 대현동,79,112,1332,1744,4902
2723011100,대구광역시 북구 산격동,54,52,796,1145,3001
2723011200,대구광역시 북구 복현동,57,49,642,855,2400
2723011300,대구광역시 북구 검단동,29,424,188,346,2052
2723011400,대구광역시 북구 동변동,18,411,113,159,1654
2723011500,대구광역시 북구 서변동,22,379,72,136,1461
2723011600,대구광역시 북구 조야동,27,14,191,257,735
2723011700,대구광역시 북구 노곡동,34,24,174,284,772
2723011800,대구광역시 북구 읍내동,29,23,319,362,1127
2723011900,대구광역시 북구 동호동,16,15,173,184,607
2723012000,대구광역시 북구 학정동,25,19,292,289,980
2723012100,대구광역시 북구 도남동,3,245,59,40,899
2723012200,대구광역시 북구 국우동,27,19,260,280,911
2723012300,대구광역시 북구 구암동,32,23,321,367,1142
2723012400,대구광역시 북구 동천동,30,23,339,378,1185
2723012500,대구광역시 북구 관음동,29,23,314,356,1111
2723012600,대구광역시 북구 태전동,28,19,269,318,969
2723012700,대구광역시 북구 매천동,21,18,114,179,503
2723012800,대구광역시 북구 팔달동,26,18,109,189,513
2723012900,대구광역시 북구 금호동,21,10,82,126,362
2723013000,대구광역시 북구 사수동,14,397,17,36,1289
2723013100,대구광역시 북구 연경동,11,290,25,45,987
2726010100,대구광역시 수성구 범어동,96,128,1436,1728,5176
2726010200,대구광역시 수성구 만촌동,68,77,705,799,2576
2726010300,대구광역시 수성구 수성동1가,102,151,1660,2001,5978
2726010400,대구광역시 수성구 수성동2가,92,127,1503,1824,5395
2726010500,대구광역시 수성구 수성동3가,103,137,1548,1879,5592
2726010600,대구광역시 수성구 수성동4가,108,153,1636,1968,5915
2726010700,대구광역시 수성구 황금동,68,60,767,831,2681
3020014200,대전광역시 유성구 원촌동,29,143,174,283,1118
3020014300,대전광역시 유성구 탑립동,22,1,114,235,510
3020014400,대전광역시 유성구 용산동,23,1,122,239,532
2726010800,대구광역시 수성구 중동,4,100,46,1539,1939
2726010900,대구광역시 수성구 상동,2,34,566,33,1271
2726011000,대구광역시 수성구 파동,1,16,256,371,933
2726011100,대구광역시 수성구 두산동,54,25,461,595,1700
2726011200,대구광역시 수성구 지산동,48,18,303,417,1173
2726011300,대구광역시 수성구 범물동,22,14,191,254,722
2726011400,대구광역시 수성구 시지동,28,39,245,314,977
2726011500,대구광역시 수성구 매호동,35,50,380,459,1439
2726011600,대구광역시 수성구 성동,4,53,1,493,662
2726011700,대구광역시 수성구 사월동,35,40,366,468,1390
2726011800,대구광역시 수성구 신매동,30,41,365,431,1344
2726011900,대구광역시 수성구 욱수동,29,21,279,342,1021
2726012000,대구광역시 수성구 노변동,24,34,245,333,973
2726012200,대구광역시 수성구 삼덕동,12,21,57,130,331
2726012300,대구광역시 수성구 연호동,9,30,116,194,534
2726012400,대구광역시 수성구 이천동,36,44,291,366,1152
2726012500,대구광역시 수성구 고모동,34,52,234,308,1000
2726012600,대구광역시 수성구 가천동,22,51,239,285,960
2726012700,대구광역시 수성구 대흥동,2,5,5,35,64
2729010100,대구광역시 달서구 성당동,103,92,915,908,3220
2729010200,대구광역시 달서구 두류동,103,92,988,1041,3499
2729010400,대구광역시 달서구 파호동,30,25,134,233,636
2729010500,대구광역시 달서구 호림동,20,21,116,196,531
2729010600,대구광역시 달서구 갈산동,49,38,216,358,1002
2729010700,대구광역시 달서구 신당동,52,40,233,363,1053
2729010800,대구광역시 달서구 이곡동,70,45,361,486,1483
2729010900,대구광역시 달서구 장동,3,42,486,643,1747
2729011000,대구광역시 달서구 장기동,90,82,812,786,2836
2729011100,대구광역시 달서구 용산동,78,59,582,622,2119
2729011200,대구광역시 달서구 죽전동,86,76,759,729,2647
2729011300,대구광역시 달서구 감삼동,102,69,816,780,2823
2729011400,대구광역시 달서구 본리동,103,95,910,899,3210
2729011500,대구광역시 달서구 상인동,39,23,260,240,907
2729011600,대구광역시 달서구 도원동,73,39,483,557,1786
2729011700,대구광역시 달서구 진천동,79,39,507,582,1871
2729011800,대구광역시 달서구 유천동,71,42,466,525,1725
2729011900,대구광역시 달서구 대천동,20,25,98,172,483
2729012000,대구광역시 달서구 월성동,92,44,544,630,2034
2729012100,대구광역시 달서구 월암동,67,50,437,517,1675
2729012200,대구광역시 달서구 송현동,85,62,874,845,2949
2729012300,대구광역시 달서구 대곡동,60,30,453,518,1634
2729012400,대구광역시 달서구 본동,3,87,943,12,2165
2729012500,대구광역시 달서구 호산동,32,37,212,292,891
2771025000,대구광역시 달성군 화원읍,35,26,204,273,829
2771025021,대구광역시 달성군 화원읍 천내리,35,25,203,267,818
2771025022,대구광역시 달성군 화원읍 구라리,28,25,214,301,860
2771025023,대구광역시 달성군 화원읍 성산리,13,20,93,120,392
2771025024,대구광역시 달성군 화원읍 설화리,7,16,69,91,291
2771025025,대구광역시 달성군 화원읍 명곡리,12,20,88,143,403
2771025026,대구광역시 달성군 화원읍 본리리,18,337,46,87,1226
2771025300,대구광역시 달성군 논공읍,8,102,34,60,450
2771025321,대구광역시 달성군 논공읍 노이리,3,107,15,32,389
2771025322,대구광역시 달성군 논공읍 금포리,4,108,14,37,397
2771025323,대구광역시 달성군 논공읍 삼리리,4,79,4,26,279
2771025324,대구광역시 달성군 논공읍 위천리,3,48,2,14,168
2771025325,대구광역시 달성군 논공읍 상리,1,34,1,12,118
2771025326,대구광역시 달성군 논공읍 하리,4,46,12,22,192
2771025327,대구광역시 달성군 논공읍 남리,5,30,20,28,168
2771025328,대구광역시 달성군 논공읍 북리,4,39,20,24,189
2771025329,대구광역시 달성군 논공읍 본리리,4,69,19,22,275
2771025600,대구광역시 달성군 다사읍,51,40,241,367,1071
2771025621,대구광역시 달성군 다사읍 이천리,16,6,26,74,176
2771025622,대구광역시 달성군 다사읍 달천리,12,337,30,74,1169
2771025623,대구광역시 달성군 다사읍 박곡리,18,370,36,80,1298
2771025624,대구광역시 달성군 다사읍 방천리,44,34,198,311,897
3020013900,대전광역시 유성구 반석동,15,15,97,149,418
3020014000,대전광역시 유성구 문지동,11,143,68,6,593
3020014100,대전광역시 유성구 전민동,17,143,88,229,868
2771025625,대구광역시 달성군 다사읍 서재리,37,24,158,267,729
2771025626,대구광역시 달성군 다사읍 세천리,36,27,141,250,685
2771025627,대구광역시 달성군 다사읍 죽곡리,29,31,124,234,633
2771025628,대구광역시 달성군 다사읍 매곡리,26,23,112,20,365
2771025629,대구광역시 달성군 다사읍 부곡리,20,16,75,103,341
2771025630,대구광역시 달성군 다사읍 문양리,4,10,15,38,106
2771025631,대구광역시 달성군 다사읍 문산리,2,10,11,30,86
2771025900,대구광역시 달성군 유가읍,8,6,40,97,211
2771025921,대구광역시 달성군 유가읍 음리,7,20,34,59,201
2771025922,대구광역시 달성군 유가읍 양리,107,39,0,6,337
2771025923,대구광역시 달성군 유가읍 용리,51,9,2,8,141
2771025924,대구광역시 달성군 유가읍 봉리,13,15,67,152,357
2771025925,대구광역시 달성군 유가읍 쌍계리,13,25,68,129,366
2771025926,대구광역시 달성군 유가읍 초곡리,13,36,57,107,355
2771025927,대구광역시 달성군 유가읍 상리,13,6,66,149,325
2771025928,대구광역시 달성군 유가읍 금리,13,0,66,152,310
2771025929,대구광역시 달성군 유가읍 유곡리,6,0,45,92,194
2771025930,대구광역시 달성군 유가읍 도의리,1,0,1,16,20
2771025931,대구광역시 달성군 유가읍 가태리,1,0,0,13,15
2771025932,대구광역시 달성군 유가읍 한정리,4,0,0,13,21
2771025933,대구광역시 달성군 유가읍 본말리,4,0,0,7,15
2771026200,대구광역시 달성군 옥포읍,6,9,21,57,138
2771026221,대구광역시 달성군 옥포읍 신당리,5,141,13,29,488
2771026222,대구광역시 달성군 옥포읍 교항리,5,124,17,37,453
2771026223,대구광역시 달성군 옥포읍 강림리,4,119,17,35,434
2771026224,대구광역시 달성군 옥포읍 송촌리,3,161,3,17,512
2771026225,대구광역시 달성군 옥포읍 간경리,8,15,55,64,235
2771026226,대구광역시 달성군 옥포읍 기세리,5,9,20,38,115
2771026227,대구광역시 달성군 옥포읍 반송리,2,140,0,7,431
2771026228,대구광역시 달성군 옥포읍 김흥리,2,114,0,9,355
2771026229,대구광역시 달성군 옥포읍 본리리,4,9,16,36,103
2771026500,대구광역시 달성군 현풍읍,13,15,75,154,375
2771026521,대구광역시 달성군 현풍읍 상리,3,20,81,159,387
2771026522,대구광역시 달성군 현풍읍 중리,1,9,68,150,315
2771026523,대구광역시 달성군 현풍읍 부리,16,20,85,166,428
2771026524,대구광역시 달성군 현풍읍 하리,13,9,68,9,198
2771026525,대구광역시 달성군 현풍읍 성하리,14,20,46,93,273
2771026526,대구광역시 달성군 현풍읍 원교리,12,0,64,148,300
2771026527,대구광역시 달성군 현풍읍 자모리,58,0,0,4,120
2771026528,대구광역시 달성군 현풍읍 오산리,2,0,1,12,18
2771026529,대구광역시 달성군 현풍읍 지리,7,0,36,92,178
2771026530,대구광역시 달성군 현풍읍 대리,5,0,13,43,79
2771026531,대구광역시 달성군 현풍읍 신기리,7,0,13,56,96
2771031000,대구광역시 달성군 가창면,16,12,147,222,584
2771031021,대구광역시 달성군 가창면 용계리,3,443,13,52,1413
2771031022,대구광역시 달성군 가창면 오리,406,388,0,1,1977
2771031023,대구광역시 달성군 가창면 정대리,314,277,0,0,1459
2771031024,대구광역시 달성군 가창면 냉천리,3,408,5,24,1264
2771031025,대구광역시 달성군 가창면 행정리,2,411,6,35,1284
2771031026,대구광역시 달성군 가창면 상원리,2,228,1,9,699
2771031027,대구광역시 달성군 가창면 단산리,2,257,2,16,795
2771031028,대구광역시 달성군 가창면 대일리,2,357,2,23,1102
2771031029,대구광역시 달성군 가창면 주리,262,197,1,12,1129
2771031030,대구광역시 달성군 가창면 옥분리,2,174,3,22,554
2771031031,대구광역시 달성군 가창면 삼산리,121,64,2,13,451
2771031032,대구광역시 달성군 가창면 우록리,55,14,1,11,165
3020013700,대전광역시 유성구 안산동,7,7,46,87,214
3020013800,대전광역시 유성구 외삼동,20,13,106,174,465
2771033000,대구광역시 달성군 하빈면,3,222,1,7,681
2771033021,대구광역시 달성군 하빈면 하산리,4,92,1,9,295
2771033022,대구광역시 달성군 하빈면 묘리,1,95,5,5,302
2771033023,대구광역시 달성군 하빈면 기곡리,1,130,5,5,407
2771033024,대구광역시 달성군 하빈면 대평리,262,155,0,3,992
2771033025,대구광역시 달성군 하빈면 무등리,1,250,0,2,754
2771033026,대구광역시 달성군 하빈면 현내리,1,195,1,4,593
2771033027,대구광역시 달성군 하빈면 감문리,3,4,1,13,33
2771033028,대구광역시 달성군 하빈면 동곡리,2,4,1,17,35
2771033029,대구광역시 달성군 하빈면 봉촌리,2,93,0,7,290
2771038000,대구광역시 달성군 구지면,5,0,12,47,81
2771038021,대구광역시 달성군 구지면 창리,5,0,12,41,75
2771038022,대구광역시 달성군 구지면 응암리,5,0,12,42,76
2771038023,대구광역시 달성군 구지면 고봉리,6,0,13,47,85
2771038024,대구광역시 달성군 구지면 가천리,4,0,11,34,64
3020013400,대전광역시 유성구 자운동,10,3,30,81,170
3020013500,대전광역시 유성구 신봉동,17,10,63,147,337
3020013600,대전광역시 유성구 수남동,14,7,33,53,168
2771038025,대구광역시 달성군 구지면 평촌리,1,0,0,13,15
2771038026,대구광역시 달성군 구지면 예현리,4,0,12,35,67
2771038027,대구광역시 달성군 구지면 유산리,55,0,0,4,114
2771038028,대구광역시 달성군 구지면 목단리,58,0,0,4,120
2771038029,대구광역시 달성군 구지면 대암리,4,0,0,9,17
2771038030,대구광역시 달성군 구지면 내리,5,0,12,38,72
2771038031,대구광역시 달성군 구지면 화산리,5,0,12,38,72
2771038032,대구광역시 달성군 구지면 수리리,5,0,12,37,71
2771038033,대구광역시 달성군 구지면 징리,53,0,0,6,112
2771038034,대구광역시 달성군 구지면 오설리,56,0,0,3,115
2771038035,대구광역시 달성군 구지면 도동리,1,0,0,3,5
2811010100,인천광역시 중구 중앙동1가,40,26,295,503,1251
2811010200,인천광역시 중구 중앙동2가,40,26,305,515,1283
2811010300,인천광역시 중구 중앙동3가,42,26,314,527,1317
2811010400,인천광역시 중구 중앙동4가,45,28,331,553,1389
2811010500,인천광역시 중구 해안동1가,40,26,295,504,1252
2811010600,인천광역시 중구 해안동2가,40,26,305,515,1283
2811010700,인천광역시 중구 해안동3가,40,26,314,529,1315
2811010800,인천광역시 중구 해안동4가,45,28,331,553,1389
2811010900,인천광역시 중구 관동1가,40,26,295,506,1254
2811011000,인천광역시 중구 관동2가,43,27,315,526,1323
2811011100,인천광역시 중구 관동3가,45,29,338,558,1411
2811011200,인천광역시 중구 항동1가,37,26,253,446,1104
2811011300,인천광역시 중구 항동2가,37,26,292,490,1226
2811011400,인천광역시 중구 항동3가,40,26,295,502,1250
2811011500,인천광역시 중구 항동4가,40,26,303,510,1274
2811011600,인천광역시 중구 항동5가,40,26,313,527,1311
2811011700,인천광역시 중구 항동6가,45,27,321,547,1360
2811011800,인천광역시 중구 항동7가,31,34,295,490,1244
2811011900,인천광역시 중구 송학동1가,40,26,296,503,1253
2811012000,인천광역시 중구 송학동2가,44,28,321,535,1349
2811012100,인천광역시 중구 송학동3가,45,29,335,555,1402
2811012200,인천광역시 중구 사동,49,29,346,574,1451
2811012300,인천광역시 중구 신생동,57,37,389,671,1674
2811012400,인천광역시 중구 신포동,49,29,347,581,1460
2811012500,인천광역시 중구 답동,56,30,365,621,1553
2811012600,인천광역시 중구 신흥동1가,58,37,398,689,1712
2811012700,인천광역시 중구 신흥동2가,69,43,398,698,1761
2811012800,인천광역시 중구 신흥동3가,29,16,223,208,760
2811012900,인천광역시 중구 선화동,76,43,411,733,1836
2811013000,인천광역시 중구 유동,68,43,403,702,1773
2811013100,인천광역시 중구 율목동,56,37,393,681,1690
2811013200,인천광역시 중구 도원동,70,43,408,721,1806
2811013300,인천광역시 중구 내동,50,29,346,584,1463
2811013400,인천광역시 중구 경동,54,35,385,657,1640
2811013500,인천광역시 중구 용동,53,29,357,601,1508
2811013600,인천광역시 중구 인현동,49,29,355,590,1485
2811013700,인천광역시 중구 전동,3,28,272,488,1122
2811013800,인천광역시 중구 북성동1가,18,17,108,310,613
2811013900,인천광역시 중구 북성동2가,37,26,248,436,1084
2811014000,인천광역시 중구 북성동3가,37,26,260,462,1134
2811014100,인천광역시 중구 선린동,37,26,281,473,1187
2811014200,인천광역시 중구 송월동1가,33,26,226,420,1016
2811014300,인천광역시 중구 송월동2가,33,26,218,403,983
2811014400,인천광역시 중구 송월동3가,35,26,239,438,1064
2811014500,인천광역시 중구 중산동,10,170,56,154,796
2811014600,인천광역시 중구 운남동,12,5,53,176,321
2811014700,인천광역시 중구 운서동,2,8,3,94,128
2811014800,인천광역시 중구 운북동,3,3,0,50,65
2811014900,인천광역시 중구 을왕동,1,8,3,64,96
2811015000,인천광역시 중구 남북동,1,1,5,72,87
2811015100,인천광역시 중구 덕교동,1,1,3,56,67
2811015200,인천광역시 중구 무의동,1,5,0,16,33
2814010100,인천광역시 동구 만석동,33,26,214,411,983
2814010200,인천광역시 동구 화수동,37,26,216,422,1006
2814010300,인천광역시 동구 송현동,42,24,199,485,1039
2814010400,인천광역시 동구 화평동,44,29,291,518,1275
3020013100,대전광역시 유성구 덕진동,18,133,87,148,757
3020013200,대전광역시 유성구 하기동,25,23,161,334,775
3020013300,대전광역시 유성구 추목동,3,133,8,35,456
2814010500,인천광역시 동구 창영동,69,43,405,711,1788
2814010600,인천광역시 동구 금곡동,69,43,405,708,1785
2814010700,인천광역시 동구 송림동,59,35,375,624,1597
2817710100,인천광역시 미추홀구 숭의동,86,53,632,914,2509
2817710200,인천광역시 미추홀구 용현동,84,39,623,752,2283
2817710300,인천광역시 미추홀구 학익동,62,19,495,658,1829
2817710400,인천광역시 미추홀구 도화동,86,59,690,883,2612
2817710500,인천광역시 미추홀구 주안동,102,87,964,1247,3640
2817710600,인천광역시 미추홀구 관교동,76,80,982,1092,3448
2817710700,인천광역시 미추홀구 문학동,66,64,826,1006,2982
2818510100,인천광역시 연수구 옥련동,65,16,334,554,1400
2818510200,인천광역시 연수구 선학동,41,50,386,632,1636
2818510300,인천광역시 연수구 연수동,58,50,406,589,1667
